player,player_id,Career_MP,Career_WS,Career_VORP,All_Star_Selections,All_NBA_Selections,OutcomeClass
Jay Williams,willija03,1961,0.8,0,0,0,Rotational
Jaylen Adams,adamsja01,446,0,-0.3,0,0,Rotational
Jaylen Brown,brownja02,20908,47.5,14.1,5,0,All-Star
Jaylen Clark,clarkja02,1410,3.3,0.1,0,0,Rotational
Jaylen Hoard,hoardja01,663,1.3,0.1,0,0,Rotational
Jaylen Martin,martija02,478,0,-0.6,0,0,Rotational
Jaylen Morris,morrija01,143,-0.1,-0.2,0,0,Rotational
Jaylen Nowell,nowelja01,3733,4.9,-0.4,0,0,Rotational
Jaylen Sims,simsja01,112,0.1,-0.1,0,0,Rotational
Jaylen Wells,wellsja01,3864,5.1,-0.6,0,0,Rotational
Jaylin Williams,willija07,3872,11.7,3.5,0,0,Rotational
Jaylon Tyson,tysonja01,2230,4.8,0.8,0,0,Rotational
Jaysean Paige,paigeja01,7,-0.1,0,0,0,Rotational
Jayson Kent,kentja01,22,0.1,0,0,0,Rotational
Jayson Tatum,tatumja01,20707,67.1,30.2,6,5,Superstar
Jayson Williams,willija01,9805,20,-2.1,1,0,All-Star
Jazian Gortman,gortmja01,57,-0.1,-0.1,0,0,Rotational
Jeenathan Williams,willije02,403,0.6,-0.1,0,0,Rotational
Jeff Adrien,adrieje01,3109,7.1000000000000005,0.1,0,0,Rotational
Jeff Ayres,pendeje02,2322,6.4,-0.1,0,0,Rotational
Jeff Congdon,congdje01,8865,7.1,0,0,0,Rotational
Jeff Cook,cookje01,12691,23,1.9,0,0,Starter
Jeff Cross,crossje01,128,-0.1,-0.3,0,0,Rotational
Jeff Dowtin,dowtije01,1238,2.3,0.3,0,0,Rotational
Jeff Foote,footeje01,39,-0.1,-0.1,0,0,Rotational
Jeff Foster,fosteje01,15750,47.5,6.3,0,0,Starter
Jeff Grayer,grayeje01,8311,9,-1.4,0,0,Rotational
Jeff Green,greenje02,41526,71.2,6.699999999999999,0,0,All-Star
Jeff Halliburton,hallije01,1862,2.2,0,0,0,Rotational
Jeff Hornacek,hornaje01,36784,115.7,44.6,1,0,Superstar
Jeff Judkins,judkije01,3421,6.3,0.7999999999999999,0,0,Rotational
Jeff Lamp,lampje01,4792,8.2,-0.2,0,0,Rotational
Jeff Lebo,leboje01,32,0,0,0,0,Rotational
Jeff Malone,malonje01,32730,58.199999999999996,2.9,2,0,All-Star
Jeff Martin,martije01,2685,2.2,-0.8,0,0,Rotational
Jeff McInnis,mcinnje01,18292,27.9,0.5,0,0,Starter
Jeff Mullins,mullije01,24574,62.7,1.7,3,0,All-Star
Jeff Nordgaard,nordgje01,48,0,0,0,0,Rotational
Jeff Ruland,rulanje01,11088,34.3,11.6,2,2,All-Star
Jeff Sanders,sandeje01,462,-0.2,-0.6,0,0,Rotational
Jeff Sheppard,sheppje01,185,0.3,0,0,0,Rotational
Jeff Slade,sladeje01,20,0,0,0,0,Rotational
Jeff Taylor,tayloje01,818,-0.2,-0.2,0,0,Rotational
Jeff Taylor,tayloje03,2566,1.2999999999999998,-1.4,0,0,Rotational
Jeff Teague,teaguje01,24578,56.6,14.399999999999999,1,0,All-Star
Jeff Trepagnier,trepaje01,270,-0.2,-0.1,0,0,Rotational
Jeff Turner,turneje01,11244,8.9,-7.2,0,0,Starter
Jeff Webb,webbje01,776,0.1,0,0,0,Rotational
Jeff Webster,webstje01,58,0,0,0,0,Rotational
Jeff Wilkins,wilkije01,11130,9.1,-6,0,0,Starter
Jeff Withey,witheje01,2072,6.699999999999999,1.4,0,0,Rotational
Jelani McCoy,mccoyje01,3824,5.1,-0.7,0,0,Rotational
Jemerrio Jones,jonesje01,158,0.30000000000000004,0.1,0,0,Rotational
Jerald Honeycutt,honeyje01,734,0.19999999999999998,-0.2,0,0,Rotational
Jerami Grant,grantje01,23280,43.6,8.9,0,0,Starter
Jerel McNeal,mcneaje01,36,-0.1,-0.1,0,0,Rotational
Jeremiah Fears,fearsje01,2112,0.6,-0.4,0,0,Rotational
Jeremiah Martin,martije02,174,0.10000000000000003,0,0,0,Rotational
Jeremiah Robinson-Earl,robinje02,4196,6.1,-0.8,0,0,Rotational
Jeremy Evans,evansje01,2626,8.1,1.9,0,0,Rotational
Jeremy Lamb,lambje01,12831,27.900000000000002,8.2,0,0,Starter
Jeremy Lin,linje01,13654,25.5,6.1,0,0,Starter
Jeremy Pargo,pargoje01,1778,-0.9,-1,0,0,Rotational
Jeremy Richardson,richaje01,397,-0.5,-0.6,0,0,Rotational
Jeremy Sochan,sochaje01,5953,6.7,-1,0,0,Rotational
Jeremy Tyler,tylerje01,1102,0.1,-1.4,0,0,Rotational
Jerian Grant,grantje02,4998,8.3,0.6000000000000001,0,0,Rotational
Jericho Sims,simsje01,4534,11.3,-0.5,0,0,Rotational
Jermaine Jackson,jacksje01,1903,1.2,-0.8,0,0,Rotational
Jermaine O'Neal,onealje01,29391,68.7,16,6,1,All-Star
Jermaine Samuels,samueje01,60,0.2,0,0,0,Rotational
Jermaine Taylor,tayloje02,1269,0.30000000000000004,-0.6,0,0,Rotational
Jermareo Davidson,davidje01,433,0,-0.4,0,0,Rotational
Jerome Allen,allenje01,2248,0.5,-0.5,0,0,Rotational
Jerome Anderson,anderje01,290,0.4,-0.1,0,0,Rotational
Jerome Beasley,beaslje01,5,0,0,0,0,Rotational
Jerome Dyson,dysonje01,180,0.1,-0.1,0,0,Rotational
Jerome Harmon,harmoje01,158,0,0,0,0,Rotational
Jerome Henderson,hendeje01,39,-0.1,-0.1,0,0,Rotational
Jerome James,jamesje01,4771,2.9,-3.6,0,0,Rotational
Jerome Jordan,jordaje01,491,1.7,0.2,0,0,Rotational
Jerome Kersey,kerseje01,28115,69.6,19.3,0,0,All-Star
Jerome Lane,laneje01,3392,2,-1.3,0,0,Rotational
Jerome Robinson,robinje01,2664,2.7755575615628914e-17,-1.6,0,0,Rotational
Jerome Whitehead,whiteje01,13691,17.2,-6.7,0,0,Starter
Jerome Williams,willije01,15574,45.699999999999996,9.1,0,0,Starter
Jerrelle Benimon,benimje01,3,0,0,0,0,Rotational
Jerrod Mustaf,mustaje01,1902,1.7000000000000002,-0.9,0,0,Rotational
Jerry Baskerville,baskeje01,105,0,-0.1,0,0,Rotational
Jerry Bird,birdje01,45,0,0,0,0,Rotational
Jerry Chambers,chambje01,5155,5.3,0.2,0,0,Rotational
Jerry Dover,doverje01,13,0,0,0,0,Rotational
Jerry Eaves,eavesje01,2685,2.6,-0.8,0,0,Rotational
Jerry Fleishman,fleisje01,882,7.800000000000001,0,0,0,Rotational
Jerry Fowler,fowleje01,41,-0.1,0,0,0,Rotational
Jerry Greenspan,greenje01,329,0.4,0,0,0,Rotational
Jerry Grote,groteje01,33,0.1,0,0,0,Rotational
Jerry Harkness,harknje01,1572,3.4,0,0,0,Rotational
Jerry Kelly,kellyje01,0,2.4,0,0,0,Rotational
Jerry Lucas,lucasje01,34551,106.3,1.4,7,3,Superstar
Jerry McKee,mckeeje01,3,0,0,0,0,Rotational
Jerry Nagel,nagelje01,0,-0.1,0,0,0,Rotational
Jerry Paulson,paulsje01,68,0,0,0,0,Rotational
Jerry Pender,pendeje01,68,-0.2,-0.1,0,0,Rotational
Jerry Pettway,pettwje01,1836,-2,0,0,0,Rotational
Jerry Reynolds,reynoje01,8379,10.4,5.5,0,0,Rotational
Jerry Rook,rookje01,155,0.3,0,0,0,Rotational
Jerry Rullo,rulloje01,0,2,0,0,0,Rotational
Jerry Sichting,sichtje01,13922,22.8,1.2,0,0,Starter
Jerry Sloan,sloanje01,25750,49.6,4.1,2,1,All-Star
Jerry Smith,smithje01,46,0,0,0,0,Rotational
Jerry Stackhouse,stackje01,32767,57.1,19,2,2,All-Star
Jerry West,westje01,36571,162.6,1.6,14,10,Superstar
Jerryd Bayless,bayleje01,15668,22.8,1.4,0,0,Starter
Jeryl Sasser,sasseje01,1061,0.7000000000000001,-0.1,0,0,Rotational
Jesse Arnelle,arnelje01,409,0,0,0,0,Rotational
Jesse Branson,bransje01,1906,5.8,0,0,0,Rotational
Jesse Dark,darkje01,401,0.3,-0.2,0,0,Rotational
Jesse Edwards,edwarje01,5,0,0,0,0,Rotational
Jett Howard,howarje01,1463,1.4000000000000001,-0.6,0,0,Rotational
Jevon Carter,carteje01,8918,11.5,1.2,0,0,Rotational
Jim Ard,ardji01,5891,4.1,-0.8,0,0,Rotational
Jim Baechtold,baechji01,8256,14.8,0,0,0,Rotational
Jim Barnes,barneji01,13777,21.7,0,0,0,Starter
Jim Barnett,barneji02,19186,35.8,1.3,0,0,Starter
Jim Bostic,bostiji01,48,0.1,0,0,0,Rotational
Jim Bradley,bradlji01,1913,3.7,0.7,0,0,Rotational
Jim Brasco,brascji01,496,-0.4,0,0,0,Rotational
Jim Brewer,breweji01,17547,30.6,8.9,0,0,Starter
Jim Brogan,brogaji01,1493,1.2000000000000002,0.4,0,0,Rotational
Jim Browne,brownji01,0,0.1,0,0,0,Rotational
Jim Burns,burnsji01,403,0,0,0,0,Rotational
Jim Caldwell,caldwji01,4928,8.9,0,0,0,Rotational
Jim Chones,choneji01,23665,45.800000000000004,5.8,0,2,All-Star
Jim Cleamons,cleamji01,18783,31.599999999999998,7,0,0,Starter
Jim Creighton,creigji01,172,-0.2,-0.2,0,0,Rotational
Jim Davis,davisji01,11010,19.9,1.1,0,0,Starter
Jim Eakins,eakinji01,21096,61.8,7,1,0,All-Star
Jim Farmer,farmeji01,1910,0.7999999999999999,-1,0,0,Rotational
Jim Fox,foxji01,22452,49.699999999999996,2.7,0,0,Starter
Jim Fritsche,fritsji01,2593,-3.3,0,0,0,Rotational
Jim Garvin,garviji01,11,0,0,0,0,Rotational
Jim Grandholm,grandji01,168,0.4,0,0,0,Rotational
Jim Hadnot,hadnoji01,3004,6.2,0,0,0,Rotational
Jim Hayes,hayesji01,494,0.6,0,0,0,Rotational
Jim Holstein,holstji01,3476,2.5,0,0,0,Rotational
Jim Jackson,jacksji01,39133,45.2,9.3,0,0,Starter
Jim Jarvis,jarviji01,2640,1.1,0,0,0,Rotational
Jim Johnstone,johnsji01,382,-0.2,-0.4,0,0,Rotational
Jim King,kingji01,11578,18.1,0,1,0,All-Star
Jim Kissane,kissaji01,15,0,0,0,0,Rotational
Jim Krebs,krebsji01,10661,12.4,0,0,0,Starter
Jim Lampley,lamplji01,16,0,0,0,0,Rotational
Jim Les,lesji01,4314,8.1,1.5999999999999999,0,0,Rotational
Jim Loscutoff,loscuji01,9431,3.6,0,0,0,Rotational
Jim Luisi,luisiji01,367,0,0,0,0,Rotational
Jim Marsh,marshji01,375,-0.3,0,0,0,Rotational
Jim McDaniels,mcdanji01,5242,9.1,-0.6,1,0,All-Star
Jim McElroy,mcelrji01,11706,14.8,1.7,0,0,Starter
Jim McIlvaine,mcilvji01,5927,9.4,-0.1,0,0,Rotational
Jim McMillian,mcmilji01,20227,46,7.699999999999999,0,0,Starter
Jim Mooney,mooneji01,529,0.2,0,0,0,Rotational
Jim Neal,nealji01,1093,0.1,0,0,0,Rotational
Jim Nolan,nolanji01,0,-0.2,0,0,0,Rotational
Jim O'Brien,obrieji02,665,0.4,0.5,0,0,Rotational
Jim Owens,owensji01,533,0.4,0,0,0,Rotational
Jim Palmer,palmeji01,5276,6.4,0,0,0,Rotational
Jim Paxson,paxsoji01,3069,2.8,0,0,0,Rotational
Jim Paxson,paxsoji02,22158,55,13.2,2,0,All-Star
Jim Petersen,peterji01,9802,13.6,-1.6,0,0,Rotational
Jim Phelan,phelaja02,33,-0.1,0,0,0,Rotational
Jim Pollard,pollaji01,9391,34.9,0,4,0,All-Star
Jim Price,priceji01,18442,28.5,7,1,0,All-Star
Jim Ray,rayji01,64,-0.2,0,0,0,Rotational
Jim Reid,reidji01,52,0.1,0,0,0,Rotational
Jim Riffey,riffeji01,0,0.2,0,0,0,Rotational
Jim Rowinski,rowinji01,142,0.30000000000000004,-0.1,0,0,Rotational
Jim Seminoff,seminji01,0,16.9,0,0,0,Rotational
Jim Slaughter,slaugji01,525,-0.1,0,0,0,Rotational
Jim Smith,smithji01,876,0.7,-0.2,0,0,Rotational
Jim Spanarkel,spanaji01,5290,12.3,3.8,0,0,Rotational
Jim Springer,sprinji01,0,0,0,0,0,Rotational
Jim Spruill,spruiji01,0,0,0,0,0,Rotational
Jim Thomas,thomaji01,3361,5,0.6000000000000001,0,0,Rotational
Jim Tucker,tuckeji01,1301,1.3,0,0,0,Rotational
Jim Walsh,walshji01,72,-0.2,0,0,0,Rotational
Jim Ware,wareji01,444,-1,0,0,0,Rotational
Jim Washington,washiji01,27208,45.9,1.7000000000000002,0,0,Starter
Jim Wilson,wilsoji01,44,-0.1,0,0,0,Rotational
Jim Zoet,zoetji01,30,-0.1,-0.1,0,0,Rotational
Jimmer Fredette,fredeji01,3750,3,-0.2,0,0,Rotational
Jimmie Baker,bakerji01,40,-0.2,-0.1,0,0,Rotational
Jimmy Butler,butleji01,33903,145.9,59,6,3,Superstar
Jimmy Carruth,carruji01,21,0,0,0,0,Rotational
Jimmy Collins,colliji01,612,0.5,0,0,0,Rotational
Jimmy Conner,conneji01,240,0.3,0.1,0,0,Rotational
Jimmy Darden,dardeji01,0,-0.2,0,0,0,Rotational
Jimmy Darrow,darroji01,34,-0.1,0,0,0,Rotational
Jimmy Dawson,dawsoji01,288,-0.3,0,0,0,Rotational
Jimmy Foster,fosteja01,1158,-1.4,-1.4,1,0,All-Star
Jimmy Jones,jonesji01,23463,78.80000000000001,4.3,6,0,All-Star
Jimmy King,kingji02,890,0,-0.6,0,0,Rotational
Jimmy O'Brien,obrieji01,9246,7,-0.2,0,0,Rotational
Jimmy Oliver,oliveji01,856,0.30000000000000004,-0.6,0,0,Rotational
Jimmy Rayl,raylji01,2760,4.7,0,0,0,Rotational
Jimmy Walker,walkeji01,26548,47.8,1.7,2,0,All-Star
Jiří Welsch,welscji01,5913,7.3,0.10000000000000003,0,0,Rotational
Jo Jo English,englijo01,577,0,-0.5,0,0,Rotational
Jo Jo White,whitejo01,32279,54.9,6.300000000000001,7,2,All-Star
Joakim Noah,noahjo01,18646,61.9,20.9,2,2,All-Star
Joan Beringer,berinjo01,314,1.5,0.2,0,0,Rotational
Joby Wright,wrighjo01,1572,0.6,-0.9,0,0,Rotational
Jock Landale,landajo01,5843,15.8,2.5,0,0,Rotational
Jodie Meeks,meeksjo01,12829,25.099999999999998,4.2,0,0,Starter
Joe Alexander,alexajo01,745,0.4,-0.3,0,0,Rotational
Joe Arlauckas,arlaujo01,85,-0.1,-0.1,0,0,Rotational
Joe Barry Carroll,carrojo01,26563,37.8,7.7,1,1,All-Star
Joe Binion,biniojo01,51,0.1,0,0,0,Rotational
Joe Bradley,bradljo01,0,-0.3,0,0,0,Rotational
Joe Bryant,bryanjo01,12845,12.9,-0.8,0,0,Starter
Joe Buckhalter,buckhjo01,740,1.0999999999999999,0,0,0,Rotational
Joe Caldwell,caldwjo01,27118,41.2,2.5,4,1,All-Star
Joe Chealey,chealjo01,41,-0.1,-0.1,0,0,Rotational
Joe Colone,colonjo01,0,0.1,0,0,0,Rotational
Joe Cooke,cookejo01,725,-0.4,0,0,0,Rotational
Joe Cooper,coopejo01,722,0.4,-0.1,0,0,Rotational
Joe Courtney,courtjo01,1298,0.8,-1.2,0,0,Rotational
Joe Crawford,crawfjo01,23,0,0,0,0,Rotational
Joe Crispin,crispjo01,312,0.9,0.4,0,0,Rotational
Joe DePre,deprejo01,2281,3.1,0,0,0,Rotational
Joe Dolhon,dolhojo01,0,3.1,0,0,0,Rotational
Joe Dumars,dumarjo01,35139,86.2,25.3,6,4,Superstar
Joe Ellis,ellisjo01,10374,5.1000000000000005,-0.3,0,0,Starter
Joe Fabel,fabeljo01,0,-0.2,0,0,0,Rotational
Joe Fulks,fulksjo01,4490,29.3,0,2,0,All-Star
Joe Graboski,grabojo01,23133,25.1,0,0,0,Starter
Joe Hamilton,hamiljo01,11059,15.399999999999999,1.1,0,0,Starter
Joe Hamood,hamoojo01,1839,0.3,0,0,0,Rotational
Joe Harris,harrijo01,12298,23.1,4.1,0,0,Starter
Joe Hassett,hassejo01,4356,7.8,1.4000000000000001,0,0,Rotational
Joe Holland,hollajo01,737,2,0,0,0,Rotational
Joe Holup,holupjo01,4266,4.5,0,0,0,Rotational
Joe Hutton,huttojo01,723,2.1,0,0,0,Rotational
Joe Ingles,inglejo01,17638,42.3,13.2,0,0,Starter
Joe Johnson,johnsjo02,50060,89.7,27,7,2,All-Star
Joe Kennedy,kennejo01,2705,0.2,0,0,0,Rotational
Joe Kleine,kleinjo01,16971,20.5,-8.3,0,0,Starter
Joe Kopicki,kopicjo01,1187,3.5,0.5,0,0,Rotational
Joe McNamee,mcnamjo01,1390,-2.1,0,0,0,Rotational
Joe Meriweather,meriwjo01,16500,29.9,0.9999999999999999,0,0,Starter
Joe Mullaney,mullajo01,0,-0.6,0,0,0,Rotational
Joe Pace,pacejo01,557,1,0,0,0,Rotational
Joe Reaves,reavejo01,210,-0.1,-0.2,0,0,Rotational
Joe Roberts,roberjo01,3472,2.3,0,0,0,Rotational
Joe Ruklick,ruklijo01,909,-0.1,0,0,0,Rotational
Joe Smith,smithjo02,33766,72.2,3.1,0,0,All-Star
Joe Smyth,smythjo01,990,0.2,0,0,0,Rotational
Joe Stephens,stephjo01,227,-0.1,0,0,0,Rotational
Joe Strawder,strawjo01,6365,10.9,0,0,0,Rotational
Joe Thomas,thomajo01,204,-0.6,0,0,0,Rotational
Joe Wieskamp,wieskjo01,255,0,-0.2,0,0,Rotational
Joe Wolf,wolfjo01,10866,5.3,-7.5,0,0,Starter
Joe Young,youngjo01,1077,0.3,-0.6,0,0,Rotational
Joel Anthony,anthojo01,7242,15.6,0.4,0,0,Rotational
Joel Ayayi,ayayijo01,20,0,0,0,0,Rotational
Joel Bolomboy,bolomjo01,91,0.30000000000000004,0.1,0,0,Rotational
Joel Embiid,embiijo01,15608,68.9,34.3,7,5,Superstar
Joel Freeland,freeljo01,1821,3.2,-0.6,0,0,Rotational
Joel Kramer,kramejo01,4184,9.1,0.7,0,0,Rotational
Joel Przybilla,przybjo01,12599,23.599999999999998,-0.2,0,0,Starter
Joey Dorsey,dorsejo01,1594,2.9,-0.3,0,0,Rotational
Joey Graham,grahajo01,6117,7.9,-2.5,0,0,Rotational
Joffrey Lauvergne,lauvejo01,3803,6.699999999999999,-0.1,0,0,Rotational
Johan Petro,petrojo01,7821,5.8,-5.2,0,0,Rotational
John Abramovic,abramjo01,0,-2.3,0,0,0,Rotational
John Amaechi,amaecjo01,4811,0.4,-4.1,0,0,Rotational
John Arthurs,arthujo01,86,0,0,0,0,Rotational
John Bagley,baglejo01,17120,16.6,4.500000000000001,0,0,Starter
John Barber,barbejo01,19,0,0,0,0,Rotational
John Barnhill,barnhjo01,16845,14.4,0,0,1,All-Star
John Barr,barrjo01,0,5,0,0,0,Rotational
John Battle,battljo01,10910,17.8,0.1,0,0,Starter
John Beasley,beasljo01,14832,39.9,0,3,0,All-Star
John Block,blockjo01,17296,40.1,1.6,1,0,All-Star
John Brisker,briskjo01,9953,22.099999999999998,0.5,2,0,All-Star
John Brown,brownjo01,10493,16.4,-1,0,0,Starter
John Butler,butlejo01,221,0,-0.2,0,0,Rotational
John Celestand,celesjo01,185,-0.1,-0.3,0,0,Rotational
John Chaney,chanejo01,0,-0.2,0,0,0,Rotational
John Clawson,clawsjo01,1067,1.3,0,0,0,Rotational
John Coker,cokerjo01,141,0.1,-0.2,0,0,Rotational
John Collins,collijo01,15611,43.8,9.8,0,0,Starter
John Comeaux,comeajo01,189,0.4,0,0,0,Rotational
John Coughran,coughjo01,160,-0.3,-0.3,0,0,Rotational
John Crotty,crottjo01,6177,12.9,1.4,0,0,Rotational
John Dickson,dicksjo01,100,0,0,0,0,Rotational
John Douglas,dougljo01,1043,0.5,-0.1,0,0,Rotational
John Drew,drewjo01,21828,68.9,18.799999999999997,2,1,All-Star
John Duren,durenjo01,2947,-0.8,-2.4,0,0,Rotational
John Edwards,edwarjo01,435,0.1,-0.5,0,0,Rotational
John Fairchild,faircjo01,3072,2.4,0,0,0,Rotational
John Garris,garrijo01,267,0.9,0.2,0,0,Rotational
John Gianelli,gianejo01,15563,25.5,4.7,0,0,Starter
John Greig,greigjo01,26,0.1,0,0,0,Rotational
John Hargis,hargijo01,0,9.8,0,0,0,Rotational
John Havlicek,havlijo01,46471,131.7,11.5,13,8,Superstar
John Hazen,hazenjo01,0,0.2,0,0,0,Rotational
John Henson,hensojo01,9352,22,3.7,0,0,Starter
John Holland,hollajo02,175,-0.2,-0.2,0,0,Rotational
John Hummer,hummejo01,8539,6.4,0.2,0,0,Rotational
John Janisch,janisjo01,0,6,0,0,0,Rotational
John Jenkins,jenkijo01,2996,3.5,-0.2,0,0,Rotational
John Johnson,johnsjo01,29201,41.5,6.2,2,0,All-Star
John Konchar,konchjo01,7503,18.6,5.5,0,0,Rotational
John Kuester,kuestjo01,1527,2,0,0,0,Rotational
John Lambert,lambejo01,6811,7.8,-2.2,0,0,Rotational
John Laskowski,laskojo01,2132,2.1,0.1,0,0,Rotational
John Logan,loganjo01,0,28,0,0,0,Starter
John Long,longjo01,23599,32.3,3.2,0,0,Starter
John Lucas,lucasjo01,25556,53.7,21.2,0,0,All-Star
John Lucas III,lucasjo02,2927,3.4000000000000004,0.6,0,0,Rotational
John Mahnken,mahnkjo01,1352,-2.4,0,0,0,Rotational
John Mandic,mandijo01,0,2.7,0,0,0,Rotational
John McConathy,mcconjo01,106,-0.5,0,0,0,Rotational
John McCullough,mcculjo01,23,0.1,0.1,0,0,Rotational
John Mengelt,mengejo01,14435,31.9,2.3,0,0,Starter
John Mills,millsjo01,0,1.4,0,0,0,Rotational
John Morrison,morrijo01,76,-0.1,0,0,0,Rotational
John Morton,mortojo01,2149,0.4999999999999999,-0.6,0,0,Rotational
John Murphy,murphjo01,0,0.6,0,0,0,Rotational
John O'Boyle,oboyljo01,97,0,0,0,0,Rotational
John Oldham,oldhajo01,0,4.3,0,0,0,Rotational
John Olive,olivejo01,204,-0.3,-0.4,0,0,Rotational
John Paxson,paxsojo01,17257,36.3,3,0,0,Starter
John Pilch,pilchjo01,41,-0.1,0,0,0,Rotational
John Pinone,pinonjo01,65,0.1,0,0,0,Rotational
John Postley,postljo01,6,0,0,0,0,Rotational
John Poulakidas,poulajo01,253,0.5,0,0,0,Rotational
John Pritchard,pritcjo01,0,-0.2,0,0,0,Rotational
John Rennicke,rennijo01,54,-0.2,0,0,0,Rotational
John Richter,richtjo01,808,0.4,0,0,0,Rotational
John Roche,rochejo01,16276,26.9,3.6999999999999997,0,0,Starter
John Rudd,ruddjo01,723,0.6,-0.3,0,0,Rotational
John Rudometkin,rudomjo01,2020,0.9000000000000001,0,0,0,Rotational
John Salley,sallejo01,17197,42.1,10.3,0,0,Starter
John Salmons,salmojo01,31181,48.3,10.9,0,0,Starter
John Schweitz,schwejo01,117,-0.5,-0.2,0,0,Rotational
John Shasky,shaskjo01,1505,2.5,-0.5,0,0,Rotational
John Shumate,shumajo01,15801,42.7,11.8,0,0,Starter
John Smith,smithjo01,4552,0.2,0,0,0,Rotational
John Starks,starkjo01,24704,50.6,16.5,1,0,All-Star
John Stockton,stockjo01,47764,207.6,106.4,10,12,Superstar
John Stroeder,stroejo01,315,-0.1,-0.3,0,0,Rotational
John Stroud,stroujo01,88,-0.1,-0.1,0,0,Rotational
John Thomas,thomajo02,2915,3.6,-1.9,0,0,Rotational
John Thompson,thompjo01,771,2.1,0,0,0,Rotational
John Tonje,tonjejo01,42,0.1,0,0,0,Rotational
John Trapp,trappjo01,6126,6.7,0,0,0,Rotational
John Tresvant,tresvjo01,21236,40.9,0,0,0,Starter
John Tschogl,tschojo01,1216,-0.4,-0.3,0,0,Rotational
John Turner,turnejo01,345,-0.1,-0.5,0,0,Rotational
John Vallely,vallejo01,1162,-0.2,0,0,0,Rotational
John Wall,walljo01,22588,44.4,24.2,5,1,All-Star
John Wallace,wallajo01,6143,6.4,-1.2,0,0,Rotational
John Warren,warrejo01,4931,4.2,-0.1,0,0,Rotational
John Wetzel,wetzejo01,4714,6.7,0.7,0,0,Rotational
John Williams,willijo02,10952,19.9,8.7,0,0,Starter
John Williamson,willijo01,22126,32.4,2.2,0,0,Starter
John Windsor,windsjo01,68,0.1,0,0,0,Rotational
Johnathan Motley,motlejo01,373,0.8999999999999999,0,0,0,Rotational
Johnathan Williams,willijo04,552,1.4,-0.1,0,0,Rotational
Johni Broome,broomjo01,55,-0.2,-0.2,0,0,Rotational
Johnny Austin,austijo01,753,0.8,0,0,0,Rotational
Johnny Bach,bachjo01,0,0.8,0,0,0,Rotational
Johnny Baum,baumjo01,4616,7.2,0.2,0,0,Rotational
Johnny Cox,coxjo01,1685,0.5,0,0,0,Rotational
Johnny Davis,davisjo01,22214,40.4,6.9,0,0,Starter
Johnny Davis,davisjo06,1278,-0.3,-1.3,0,0,Rotational
Johnny Dawkins,dawkijo01,14859,21.8,4.4,0,0,Starter
Johnny Egan,eganjo01,19242,31,0,0,0,Starter
Johnny Ezersky,ezersjo01,0,3.7,0,0,0,Rotational
Johnny Furphy,furphjo01,1022,1,-0.3,0,0,Rotational
Johnny Green,greenjo01,27709,66.1,0,4,0,All-Star
Johnny High,highjo01,4538,4.699999999999999,0.5,0,0,Rotational
Johnny Horan,horanjo01,186,-0.3,0,0,0,Rotational
Johnny Jones,jonesjo01,924,-0.5,0,0,0,Rotational
Johnny Jorgensen,jorgejo01,0,1.3,0,0,0,Rotational
Johnny Juzang,juzanjo01,1962,1.9000000000000001,-0.6,0,0,Rotational
Johnny Macknowski,macknjo01,0,2.6999999999999997,0,0,0,Rotational
Johnny Mathis,mathijo01,656,0.3,0,0,0,Rotational
Johnny McCarthy,mccarjo01,8828,4.7,0,0,0,Rotational
Johnny Moore,moorejo01,13491,30,14.200000000000001,0,0,Starter
Johnny Neumann,neumajo01,15998,12.399999999999999,-1.3,0,0,Starter
Johnny Newman,newmajo01,30132,53.8,3.3,0,0,All-Star
Johnny Norlander,norlajo01,0,20.5,0,0,0,Starter
Johnny O'Bryant,obryajo01,1764,0.4,-1.7,0,0,Rotational
Johnny Orr,orrjo01,0,-0.2,0,0,0,Rotational
Johnny Payak,payakjo01,1470,4.3,0,0,0,Rotational
Johnny Rogers,rogerjo01,636,0.4,-0.5,0,0,Rotational
Johnny Simmons,simmojo01,0,1.7,0,0,0,Rotational
Johnny Taylor,taylojo01,900,0.1,-0.5,0,0,Rotational
Jon Barry,barryjo01,15385,41.3,14.7,0,0,Starter
Jon Brockman,brockjo01,1570,3.7,-0.8,0,0,Rotational
Jon Koncak,koncajo01,16409,29.1,3.4,0,0,Starter
Jon Leuer,leuerjo01,6132,13.3,1.9,0,0,Rotational
Jon McGlocklin,mcglojo01,20930,47.2,0.6000000000000001,1,0,All-Star
Jon Sundvold,sundvjo01,8811,8.9,-0.9,0,0,Rotational
Jon Teske,teskejo01,8,0,0,0,0,Rotational
Jonah Bolden,boldejo01,733,1.4,0.1,0,0,Rotational
Jonas Jerebko,jerebjo01,12553,29.2,3.8000000000000003,0,0,Starter
Jonas Valanciunas,valanjo01,27044,96.1,20.2,0,0,All-Star
Jonathan Bender,bendejo01,3847,3.9,-0.6,0,0,Rotational
Jonathan Gibson,gibsojo01,271,0.1,0,0,0,Rotational
Jonathan Isaac,isaacjo01,6161,14.899999999999999,4.3999999999999995,0,0,Rotational
Jonathan Kerner,kernejo01,5,0,0,0,0,Rotational
Jonathan Kuminga,kuminjo01,7332,13.9,1.4000000000000001,0,0,Rotational
Jonathan Mogbo,mogbojo01,1535,2.5,0.1,0,0,Rotational
Jonathon Simmons,simmojo02,6362,6.5,-2.1,0,0,Rotational
